,Review_text,Nouns
5581,"This is a beast. You will never regret buying OnePlus 6. Picture quality is very nice. Adaptive display is very sensitive and responds immediately to any change in external light. It has only one speaker at the bottom left but sound quality is still good.
The only thing that I wanted to be better is the battery life. The battery is enough for one day if you use the device moderately.
Design is very premium. I purchased mirror black and the back of phone is really cool.","quality,picture,mirror,black,phone,back,the,sound,device,beast,change,battery,bottom,light,display,speaker,life,design,oneplu,day,buy"
5582,The quality of the phone is amazing. Battery life seems to be the only concern.,"quality,phone,battery,concern,life"
5583,"My first Android phone, after using I phone for last so many years I shift to Android phone for dual SIM and one plus was the best choice for it, will review after going with all the features of the phone, but it is really a smart choice...","phone,plu,year,sim,choice,feature"
5584,"if there is one brand currently that cannot do wrong, it is OnePlus. The best phone I have had so far. Top rated in every aspect from multitasking to photography to looks etc etc","aspect,phone,photography,brand,wrong"
5585,Good but battery not so good it's draining fast,battery
5586,Everything is top notch. But the battery life could have been better.,"everythe,notch,life,battery"
5587,Good purchase,purchase
5588,Awesome overall performance,performance
5589,battery life is so good . depend on usage,"battery,life,usage"
5590,Excellent,
5591,Giod,giod
5592,Super smash,smash
5593,Okay,
5594,Value for money,"value,money"
5595,Good product. Higher battery capacity with the product is expected. Rest every thing is fine.,"capacity,battery,the,product"
5596,Used one plus 2 for 3yrs......hope this one will last as much as OP2,one
5597,Really sucks!,
5598,"Overall a good package.
Only lacking in headphone sound quality. It's pretty average.","package,headphone,quality,sound"
5599,Worth for 35000,
5600,Good,
5601,Nice product,product
5602,So happy to purchase one plus 6,
5603,Loving this beast. Absolutely amazing in terms of display which is amoled and wallpapers look exceptionally stunning. The battery life is amazing with a full charge leaving you with 30% at night. Also an update is available for Android P which provides a adaptive battery technology which works really well. Picture quality through rear camera is great. Front is nice too. Dash charger charges it to full in less than an hour. Features are great and it is a standout. I have a mirror black one 8 gb varient. In a nutshell the phone is Amazing and is way fast.,"android,technology,quality,picture,mirror,term,feature,black,charger,phone,charge,night,wallpaper,camera,update,beast,hour,battery,standout,display,life,dash,front,rear,nutshell"
5604,Good phone for the price,"price,phone"
5605,Value for money,"value,money"
5606,Picture quality good,"picture,quality"
5607,"The phone is absolutely excellent. But my bad luck,  Had big scratch on the screen. apparently it comes with a pre applied screen protector The Amazon customer care is not aware of this fact which led to a lot of hassle. I cross checked with OnePlus customer care and local authorised centre for this and kept the product.
Lesson learnt: amazon customer is not fully aware of the product specs and be very careful before you make a purchase.
Kudos to OnePlus team for a great phone.","purchase,hassle,protector,lesson,phone,centre,pre,care,fact,lot,team,kudo,spec,amazon,scratch,customer,screen,luck,product"
5608,"I like the features except the camera quality it's need to improve.
Thanks","thank,quality,nee,camera,feature"
5609,Brilliant phone.....value for money....battery could have been better....dash charging makes up for it....,"value,phone,charge,battery,money"
5610,"One plus 6 (8gb)mobile is wonderful in price range of 30-35k . Having good photo quality, and battery life. Screeen pixel density(ppi) is not so good. Even quality of sound can be better. Hope fully oneplus 6t will have all features with better sound quality and screen ppi.","ppi,quality,pixel,price,battery,screeen,life,range,sound,photo,screen,feature"
5611,Best phone!!!,phone
5612,I am satisfied,
5613,Top.top,
5614,"One plus 6 is ""The Best flagship"". It's Speed is awesome. I mean it is the fastest phone in market. My friends who use iPhone are now in love with One plus 6. I will just note down the best things I found in this phone:
1)Best Picture Quality: One Plus is well known for its Camera quality. My clicks are just awesome with it.  Soon we are getting Nightscape update.
2) Excellent Battery life: Power management is extremely good. I have used Xiaomi phone with 4000mAh battery but despite of having 3300mAh battery one plus 6 lasts a little long for day.
3)Dash charging is like cherry on the cake.
4) Sound quality is even better than Samsung Galaxy S9 and many in the market
5) Speed: With Snapdragon 845 processor and 6 Gb ram you won't find any lag. Truly it gives the speed that you need.
Overall I am Fully satisfied by holding Most Admired flagship of World.","spee,lag,quality,picture,flagship,management,galaxy,phone,world,charge,camera,sound,update,iphone,market,nightscape,power,battery,life,love,cherry,cake,processor,snapdragon,click,day,friend,thing,xiaomi"
5615,My 3rd oneplus after 3 & 5,oneplu
5616,So far I haven't found anything that I don't like.,anyth
5617,In love with one plus six.,love
5618,Touch is really great,touch
5619,It's good  product,product
5620,"Great picture quality like dslr camera.....
Perfomance and graphics are also superb.........
For heavy usage we should charge two times a day
Big screen......
Litte heating issues after usage.....
Overall superb product worth to buy","heat,perfomance,quality,dslr,picture,issue,day,camera,time,graphic,screen,usage,litte,product"
5621,Good and best of all,
5622,Perfect,
5623,"Awesome phone, don't listen to critic's..","critic,phone"
5624,sound quality poor,"quality,sound"
5625,Check it out guys,guy
5626,"It's a perfect phone for the price. No compromises at all. A slight disappointment for people asking for stereo speakers, but hey don't we all use headphones or earphones. Thanks OnePlus and Amazon.","compromise,oneplu,thank,headphone,phone,stereo,price,person,disappointment,earphon,speaker"
5627,Better,
5628,"battery backup is not good
reat phone is over all is awesum","awesum,phone,battery,backup,reat"
5629,"Good built and design of this phone. Picture quality is also good , fast charging and really super fast phone without any lag.
But the battery discharged  little fast.","lag,quality,phone,picture,charge,battery,design"
5630,memory card slot should be there...,"memory,slot,card"
5631,Ip certificate for water proofing,"water,certificate,proof"
5632,Good phone,phone
5633,This phone picture quality is very good. Battery life is not very good but it's good. Sound quality is poor.,"quality,phone,picture,battery,sound,life"
5634,I have use it only a month and its display is not working ...,"month,use,display"
5635,"It is froud for costumer it manufacturer by oppo
And in  Amazon description manufacturer oneplus","oneplu,oppo,description,manufacturer,amazon,costumer"
5636,"Good Build quality Battery, Performance, screen, features.
Above average camera. Got it for 26k in the sale which makes it totally worth it.","performance,quality,battery,sale,camera,build,screen,feature"
5637,Good speed,spee
5638,built quality is much Best,quality
5639,Price is high,price
5640,Good,
5641,Battery is draing very fast while I connect with Bluetooth headphones and from 100% to 75% it's draining very fast,"battery,headphone"
5642,Picture quality is awesome.. battery life is also very impressive and the it will take to recharge is amazing... happy to buy this product,"quality,picture,battery,life,product"
5643,30 min its not getting 100% charge . It takes one hour,"hour,min,charge"
5644,Good,
5645,The speed you need.,spee
5646,Good product,product
5647,"Everything is Awesome in #OnePlus6.
Camera Quality, Speed Performance & Design is killer.
Best Flagship Phone in This Price.","spee,everythe,performance,killer,quality,phone,flagship,price,camera,design"
5648,Great product,product
5649,Great product,product
5650,Amazing phone,phone
5651,Amazing!,
5652,Nice phone,phone
5653,"Really nice phone for the price. The quality is really amazing. Great to have an out of the box guard. The dash charger is amazing. I was initially pessimistic about the battery backup due to its on-paper capacity, but the practical backup coupled with the dash charging is literally the best. The camera is really precise. I'm not an expert but it's gives really sharp pictures, has lots of options and doesn't get heat up even after extended long periods of video shooting and casual gaming. The speaker is also great(it would be better if they weren't mono speakers though) . Honestly speaking, I moved up from Moto g4 plus to this device so everything feels much superior but it's definitely value for money","quality,expert,paper,picture,box,shoot,backup,charger,heat,phone,charge,capacity,camera,option,money,game,device,value,lot,battery,video,moto,guard,speaker,dash,everythe,period,price,out"
