Review Text,Review Rating
It's Chinese product but worth every penny.,5
Good phone,5
Absolutely worth it.A water resistant would be much better.But for this price we can't argue more,5
Good,5
Super mobile. Oneplus first time vangunen semma mobile. Battery backup charging performance ellame vera level. Lowprice la flagship ship phone semma.,5
Good picture quality and sound,4
Very nice mobile but face lock is not working in dark.. night vision is not working,5
Nicely packed. Excellent product at reasonable price.,4
Nice phone no compare with any phone,5
I haven't received the Bill..of the product I purchased...,5
nice phone with cool camera,5
Fantastic,5
Superb phone!!!!!,5
Awesome,5
Awesome,5
If have budget then should have this phone,5
Amazing experience with one plus 6. Value for money.,5
This phone offers everything you wish as a super smooth and fast experience. Using this phone is a luxury and might that make you a lil lazy and quite dependent thereupon. Worth Investing. Go for it 👍🏽,5
The picture quality is awesome and the battery backup is also super,5
Nice phone,5
Good phone,5
Nice phone,5
Satisfactory product,4
Kool,5
Awesome,5
Picture and sound quality is good but battery is too poor 3000 mAh not enough to get settle.,5
Good,5
Kindly provede one plus 6 bill with one time screen replacement warranty ASAP......,5
Battery life is below expectations.,4
In every department beautiful working,5
Perfect for the price and even beats any other phone in market when it comes to performance. Speakers r the best I have even heard on any phone.,5
Just one word...owsmmm,5
Goog,4
"Nice premium looking phone.. excellent for playing high end games. Camera is nice.. dash charging is really impressive.. it takes only 30 minutes for 50% charge and around 1 hour 10-15 minutes for 0 to 100% charge.. face unlock is really superfast and impressive..
As I play high end games alot, battery should have been little better.. if you are not a gamer, I don't think ul have anything to complaint about oneplus6",4
Its awesome..battery rapid charging facility is super..i hv charge this phone only 30 minute and the ph battery became full charged,5
Very good and unique phone with many qualities,5
Nice one,5
Good,4
Good product,5
"Use it to believe it. It such an amazing product by OnePlus and amazing on time delivery from Amazon.
Superb picture quality, sound can be improved upon and the dash charge makes it a perfect on the go mobile phone.
Very happy to have e purchased it.",5
Very good mobile it's a no 1 premium smartphone in india.  So it's look is Killer n mirror black is awesome.  Software is also latest.. but we can not say that it charge within the 30 minutes.. actually it take 1hrs to charge full. Camera is good but best this is slow motion it's awesome.... pubg is good in this smartphone..,5
Best Phone so far! I gifted it to my elder brother and he is more than satisfied,5
Good product,5
"An excellent all round phone - Pictures, music, gaming, meets all requirements and them some more. Got it at the sale price, hence worth every penny! Amazon Delivery, very reliable.",5
"Having lots of problem, like hang all the time, nd automatically dlt the number worst experience",1
"Very good
Paisa vasool",5
"It's totally great and also thanks Amazon for giving us great offers.
Mobile is too good in all type of specifications expect its battery. Its draining so fast.
And its Camera is also too good.
Go for this device...",5
Nice,5
Awesome product.always excellent.,5
"Using the phone since 4months. So,far no issues have been observed.No lag.  Face recognition is fast. Loved the 📷 quality.",5
Loved it,4
Yes,5
Not satisfied,4
One plus 6 an amazing phone. Superb display. Back camera is pretty gud. Face unlock is pretty fast. Battery back up if ur a heavy user it vl last 8-9 hrs but the dash charge is amazing. And more over it supports dual VoLTE(2 Jio Sims). Jus wish they include earphones with the phones from now on.,4
Best phone in this price,5
Amazing phone.,4
Good,5
"Purchased best phone u can buy for 27k
(23.5k exchanged with OnePlus 2)",4
Great looks coupled with best in class display ..,4
Best smartphone,4
Good at all aspects,5
Great,5
Gud mobile but need to improve battery life.,4
"#fast
#performance
#quality
Use your brain ..
One plus is the best phn I found",5
"Worst experience ever. As, I've got issue in my device. But, Amazon isn't providing any replacement even though phone is only 3 days old. Accroding to their terms customer can replace within 10 days from purchase date. Never expected this from Amazon/Oneplus.",1
Good product but need improve their sound system,4
Over all good performance,5
Improve battery life,5
Best,5
Worth buying,4
"Nice phone
After Android pie update some issues.",5
The speed of this mobile is simply the great. And the picture quality is just amazing. I just loved this mobile. Feeling sad that I couldn't get a headset with this mobile. Bcz the quality one plus has is just amazing. Felt like I missed an important gadget with this. But guys this phone is simply superb. Battery backup is flawless. I charged it full once in the morning and since then I watched movie's played hd 3d games. In the night I was amazed to see that there was 45% more battery backup left in my mobile. One plus you Rock ..¥¥ ¥¥..,5
The best phone one could by for this price. No regrets whatsoever.,5
Best phone I ever used.,5
Worth a Buy..,5
Everything is superb...... lovely....one plus 6,4
Really great experience with OP6.....With all aspect,5
"phone app and performance not good, camera quality not good, this is a average product",1
Good,5
Something is missing. Needs to improve on all aspects.,4
Vera level,5
It is definitely the speed you need!!,5
Exelent piece,5
Good,3
Awesome,5
Nice Mobile,5
The most awesome feature is fast changing and long battery backup.,5
Didn't liked it I phone is best,1
I love this movie.,5
Excellent 👍👍,5
"This is the best u can get.. at this price point.
No Second thoughts for One plus 6..",5
